fold,population,householdsize,racepctblack,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,PctIlleg,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LemasSwFTFieldPerPop,LemasTotalReq,LemasTotReqPerPop,PolicReqPerOffic,PolicPerPop,RacialMatchCommPol,PctPolicWhite,PctPolicBlack,PctPolicHisp,PctPolicAsian,PctPolicMinor,OfficAssgnDrugUnits,NumKindsDrugsSeiz,PolicAveOTWorked,PopDens,PctUsePubTrans,PolicCars,PolicOperBudg,LemasPctPolicOnPatr,LemasGangUnitDeploy,LemasPctOfficDrugUn,PolicBudgPerPop,ViolentCrimesPerPop
6,0.06,0.44,0.03,0.46,0.08,1,0.54,0.66,0.15,0.65,0.51,0.13,0.62,0.53,0.48,0.46,0.45,0.5,0.02,0.08,0.21,0.3,0.37,0.33,0.6,0.55,0.36,0.32,0.46,0.37,0.44,0.13,0.47,0.51,0.32,0.77,0.04,0.39,0.5,0.07,0.75,0.73,0.18,0.13,0.48,0.44,0.42,0.62,0.65,0.78,0.69,0.48,0.58,0.57,0.03,-0.131812989,0.15,0.68,0.8,0.75,0.78,0.24,0.01,0.13,0.2,0.2,0.88,0.9,0,0.02,0,0.02,0.02,0.36,0.34,0.18,0.16,0.02,0.02,0.74,0,0.58,0.25,0.06
6,0.03,0.49,0.04,0.46,0.05,1,0.32,0.4,0.34,0.34,0.53,0.4,0.45,0.31,0.28,0.33,0.23,0.25,0.04,0.35,0.49,0.53,0.19,0.38,0.5,0.08,0.2,0.28,0.25,0.59,0.47,0.4,0.54,0.42,0.72,0.46,0.62,0.66,0.401503053,0.23,0.571108687,0.54,0.05,0.23,0.25,0.26,0.26,0.45,0.54,0.58,0.56,0.74,0.86,0.28,0.166439813,0.252949794,0.74,0.33,0.25,0.41,0.54,0.146883782,0.069875073,0.226420978,0.064418827,0.24288346,0.886464901,0.457390481,0.334773719,-0.000263765,0.195784333,-0.00083986,0.041207855,0.803798972,0.113094049,0.13,0.16,0.314976323,0.134220732,0.870101036,-0.166305605,0.772195224,0.188557948,0.51
6,0.02,0.92,0.09,0.23,0.02,0.5,0.5,0.71,0.28,0.5,0.38,0.23,0.47,0.53,0.31,0.31,0.2,0.12,0.01,0.11,0.16,0.28,0.34,0.38,0.46,0.3,0.53,0.31,0.44,0.57,0.73,0.13,0.61,0.73,0.33,0.7,0.07,0.41,0.5,0.01,0.84,0.63,0.03,0.12,0.43,0.41,0.38,0.58,0.64,0.7,0.62,0.6,0.56,0.58,0.187962261,0.553013328,0.12,0.85,0.54,0.53,0.85,0.291687237,0.177223494,0.20690705,0.174392811,-0.073503471,0.285517829,1.129737324,-0.074172908,0.127513055,-0.016513996,0.152030881,-0.100335354,0.690752714,0.378465998,0.06,0.08,0.228829502,0.154163109,0.483753003,0.294125126,0.730957523,0.328993402,0.07
6,0.02,0.4,0.35,0.31,0.04200416,0.988439059,0.34,0.71,0.43,0.42,0.3,0.22,0.2,0.36,0.38,0.43,0.21,0.59,0.01,0.18,0.37,0.39,0.46,0.17,0.7,0.4,0.4,0.35,0.54,0.56,0.29,0.38,0.41,0.49,0.35,0.47,0.1,0.57,0.577093306,0.05,0.56,0.44,0.03,0.13,0.18,0.21,0.24,0.35,0.35,0.38,0.35,0.28,0.53,0.37,0.25782716,0.144833078,0.04,0.6,0.31,0.35,0.33,0.261823856,0.236352578,0.152960225,0.309328531,0.579469172,0.848029275,0.899449312,0.00772942,0.145632589,-0.308038232,-0.285937999,0.2168954,0.502677955,0.328480242,0.07,0.01,0.495155718,-0.053662249,0.47369103,0.178677276,0.470425326,0.252115009,0.21
6,0.02,0.57,0.21,0.32,0.04,1,0.38,0.64,0.18,0.5,0.42,0.2,0.49,0.36,0.28,0.3,0.16,0.42,0.02,0.26,0.23,0.32,0.37,0.32,0.47,0.26,0.44,0.21,0.55,0.36,0.31,0.16,0.6,0.58,0.59,0.71,0.1,0.19,0.5,0.04,0.66,0.72,0.63,0.07,0.13,0.12,0.12,0.26,0.28,0.31,0.33,0.45,0.32,0.26,0.180942796,0.120735654,0.06,0.56,0.65,0.63,0.65,0.659795713,-0.079396993,0.253762897,-0.020485623,0.505267057,0.93697031,0.680841519,0.512579515,0.44849209,0.237210703,0.46032863,0.026578333,0.335537974,0.413697962,0.22,0.04,0.010535709,0.349517324,0.49987338,0.431213088,0.714815,0.16287587,0.39
6,0.02,1,0.02,0.09,0.04,1,0.18,0.64,0.21,0.02,0.19,0.95,0.11,0.12,0.02,0.06,0.17,0.2,0.06,0.73,1,1,0.02,0.69,0.4,0.88,0.01,1,0.503295209,0.36,0.71,0.96,1,0.96,1,0.581394724,1,0.99,0.497718206,0.01,0.91,0.284577803,0.2,0.8,0.36,0.38,0.4,0.54,0.53,0.57,0.5,0.78,0.68,0.39,0.017130114,0.140791278,1,0.3,0.35,0.74,0.6,0.096561841,0.257887923,0.275850493,0.446379857,0.428256551,0.437775347,0.964896162,0.253454906,0.119767634,0.0608897,-0.252552913,0.083889971,0.608669707,0.351025183,1,0.5,0.389199228,0.071370609,0.621218142,0.226356367,0.708213873,0.11079616,0.66
6,0.01,0.38,0.01,0.43,0.096329466,0.676092132,0.35,0.61,0.33,0.55,0.48,0.26,0.42,0.35,0.32,0.3,0.05,0.67,0.01,0.15,0.31,0.32,0.32,0.36,0.57,0.49,0.47,0.42,0.4,0.42,0.36,0.09,0.41,0.49,0.3,0.6,0.05,0.54,0.5,0.04,0.48,0.56,0.3,0.6,0.26,0.26,0.26,0.36,0.38,0.42,0.39,0.44,0.56,0.63,0.108183738,0.01631562,0.08,0.74,0.59,0.68,0.7,0.398728526,-0.100835038,0.217060945,0.222080855,0.181118708,0.83694545,0.838825243,0.15927255,0.02485438,-0.121896865,-0.032981111,0.023870237,0.616593622,0.333835168,0.03,0.05,0.2266863,0.142910638,0.831443695,1.36937067,0.619397018,0.103671684,0.03
6,-0.115513995,0.57,0.02,0.56,0.02,1,0.83,0.59,0.26,0.87,0.61,0.07,0.68,0.77,0.75,0.73,0.47,0.67,0.056440757,0.05,0.14,0.17,0.7,0.14,0.56,0.34,0.64,0.16,0.81,0.12,0.3,0.01,0.62,0.58,0.62,0.97,0.01,0.05,0.5,-0.342300403,0.92,0.97,0.37,0.05,0.71,0.69,0.65,0.66,0.74,1,0.77,0.18,0.49,0.46,0.261777744,-0.261304334,0.21,0.7,0.96,0.92,0.88,0.337487732,0.182703629,0.144076186,0.029706848,-0.160963958,0.967224147,0.745482812,0.241452044,0.281573889,0.42145885,0.17630875,-0.000788285,0.558157389,0.405643824,0.06,0.09,0.540346045,0.136470472,0.943236997,0.865055718,0.364988179,0.024785043,0.06
6,0.01,0.47,0.88,0.56,0.216552618,0.986375256,0.08,0.32,0.34,0.23,0.64,1,0.43,0.09,0.15,0.3,0.11,0.16,0.04,0.92,0.81,0.81,0.2,0.5,0.28,0.62,0.43,0.73,0.32,0.62,0.48,0.6,0.46,0.41,0.55,0.38,0.28,0.5,0.5,0.03,0.62,0.42,0.3,0.94,0.05,0.04,0.06,0.410862303,0.05,0.08,0.1,0.67,0.43,0.6,0.01,0.119679909,0.02,0.87,0.54,0.73,0.79,0.294456592,0.430008319,0.159503991,0.184895758,0.113532558,0.856583989,0.685428371,-0.103923393,0.148938599,0.14742668,0.326321286,0.174461353,0.27188498,-0.09351285,0.09,0.02,0.179291659,-0.019590783,0.53448489,0.117560142,0.548331734,0.103564028,0.53
6,0.06,0.43,0.09,0.19,0.08,1,0.67,0.83,0.21,0.61,0.16,0.07,0.24,0.7,0.65,0.66,0.39,0.48,0.01,0.07,0.09,0.1,0.75,0.1,0.79,0.25,0.27,0.12,0.66,0.4,0.34,0.07,0.47,0.55,0.3,0.67,0.05,0.34,0.5,0.11,0.56,0.62,0.01,0.07,0.33,0.35,0.39,0.52,0.46,0.51,0.49,0.38,0.59,0.33,-0.168280252,0.366414639,0.18,0.25,0.34,0.17,0.1,0.108787196,0.314544382,0.147784483,0.271220789,0.115629154,0.711890224,0.535349249,0.207691163,0.025822195,0.071712198,0.122305982,0.132381182,0.230051532,0.142843615,0.12,0.11,0.311889019,0.17948018,0.750696725,0.698403976,0.283543293,-0.022568703,0.08
6,0.14,0.4,0.08,0.57,0.16,1,0.18,0.32,0.12,0.36,0.65,0.84,0.53,0.21,0.2,0.2,0.23,0.18,0.15,0.44,1,0.9,0.14,0.84,0.29,0.65,0.34,0.78,0.21,0.49,0.48,0.42,0.41,0.5,0.39,0.31,0.13,0.53,0.5,0.16,0.72,0.3,0.64,0.3,0.27,0.27,0.25,0.14,0.23,0.29,0.26,0.54,0.52,0.61,0.05,0.03,0.62,0.7,0.7,0.9,0.81,0.28,0.06,0.26,0.37,0.24,0.72,0.7,0.43,0.04,0,0.33,0.05,0.14,0.55,0.41,0.19,0.06,0.03,0.75,0,0.61,0.14,0.59
6,0.02,0.27,0.01,0.58,0.03,1,0.25,0.56,0.16,0.43,0.54,0.1,0.52,0.25,0.3,0.29,0.42,0.19,0.01,0.19,0.3,0.41,0.24,0.26,0.53,0.4,0.32,0.38,0.37,0.58,0.24,0.05,0.29,0.31,0.28,0.55,0.05,0.55,0.554246007,0.03,0.8,0.54,0.09,0.16,0.1,0.09,0.08,0.29,0.26,0.26,0.29,0.28,0.25,0.26,0.206725779,-0.020918991,0.05,0.61,0.55,0.74,0.59,0.258195365,0.181984537,0.115284021,0.454563715,0.230753607,1.361693881,0.694899836,0.366194595,0.340007457,0.630917372,0.276423631,0.10346485,0.491525123,0.232733213,0.21,0.39596578,-0.055773945,-0.075651817,0.713509582,0.964930544,0.744002119,-0.119101028,0.12
6,0.03,0.22,0.17,0.81,0.04,1,0.05,0.354919559,0.14,0.34,0.84,0.79,0.89,0.1,0.11,0.11,0.14,0.15,0.07,0.72,0.5,0.63,0.1,1,0.03,0.36,0.53,0.58,0.21,0.53,0.47,0.41,0.24,0.3,0.25,0.36,0.05,0.57,0.480520742,0.11,0.38,0.35,0.07,0.63,0.01,0.940659467,0.160062271,0.03,0.06,0.05,0.06,0.49,0.2,0.49,0.03,0.302352607,0.04,0.97,0.79,0.93,0.91,0.218362856,0.284752199,0.282058469,0.50668495,-0.08605953,0.600056342,0.871226726,0.180618652,0.207759505,0.432791347,0.177738961,0.145575321,0.522076347,0.03918144,0.4,0.26,0.052930943,0.002921769,0.637594993,1.006511485,0.942545869,0.118048685,0.29
6,0.05,0.56,1,0.45,0.07,1,0.15,0.33,0.13,0.17,0.62,0.97,0.52,0.16,0.13,0.21,0.21,0.14,0.09,0.67,0.46,0.67,0.1,0.86,0.25,0.4,0.69,0.53,0.21,0.73,0.81,1,0.54,0.55,0.53,0.42,0.27,0.42,0.5,0.1,0.5,0.42,1,0.41,0.04,0.04,0.04,0.1,0.21,0.26,0.25,0.66,0.4,0.96,0.07,0.238024945,0.06,0.79,0.7,0.86,0.79,0.255250292,0.279255354,0.296035958,0.615256415,0.026529412,0.341552368,0.841379965,0.262338296,0.044673823,0.153346925,0.194755339,0.108650957,0.473024333,0.153930401,0.72,0.72,0.295319398,0.14258253,0.577617193,-0.009189052,0.284675629,0.16914256,1
6,0.02,0.52,0.06,0.2,0.158659246,0.934059592,0.57,0.81,0.14,0.65,0.23,0.06,0.4,0.54,0.47,0.47,0.4,0.42,0.01,0.08,0.1,0.14,0.54,0.15,0.67,0.91,0.31,0.25,0.64,0.38,0.21,0.03,0.56,0.61,0.46,0.63,0.14,0.33,0.5,0.04,0.62,0.6,0.34,0.16,0.14,0.15,0.16,0.3,0.3,0.32,0.3,0.09,0.18,0.19,0.371217064,0.185996129,0.15,0.61,0.46,0.62,0.69,0.437073124,-0.144699283,0.282521267,0.023028804,0.385202544,0.934279087,0.810540457,0.016192604,0.397100831,0.46507755,0.259484384,0.215442863,0.945731968,0.646719209,0.14,-0.346875894,0.549904052,0.04504738,0.820108318,1.064496951,1.100079875,0.305416923,0.03
6,0.1,0.34,0.15,0.48,0.12,1,0.2,0.52,0.26,0.38,0.51,0.24,0.34,0.24,0.27,0.28,0.19,0.27,0.09,0.36,0.33,0.46,0.26,0.33,0.48,0.65,0.35,0.61,0.35,0.65,0.28,0.16,0.35,0.41,0.3,0.53,0.15,0.59,0.613770046,0.18,0.57,0.5,0.09,0.23,0.07,0.07,0.09,0.14,0.15,0.16,0.15,0.34,0.2,0.35,0.01,0.01,0.12,0.58,0.48,0.6,0.53,0.249363035,0.149998696,0.40754346,0.52527284,0.078570781,0.786973899,0.594653869,-0.172970393,0.067886363,0.172442425,0.431413596,0.168125168,0.586855237,0.141292364,0.13,0.046435169,0.15599175,0.009705243,0.544091125,0.215212301,0.359834572,0.240158353,0.29
6,0.04,0.14,0.01,1,0.06,1,0.14,0.762513675,0.13,0.55,1,0.52,1,0.18,0.24,0.25,0.22,0.26,0.04,0.37,0.39,0.57,0.13,0.66,0.562733756,0.24,0.4,0.45,0.28,0.56,0.13,0.21,0.14,0.04,0.36,0.46,0.22,0.97,0.333767646,0.12,0.51,0.54,0.05,0.1,0.2,0.19,0.19,0.37,0.38,0.43,0.38,0.78,0.73,0.18,0.03,0.256959756,0.29,0.28,0.27,0.41,0.65,-0.033124631,-0.03468502,0.346963081,0.350501671,-0.09994625,0.385966131,0.835288824,0.245847033,0.189306112,-0.075450092,0.406940692,0.101351997,0.939191297,0.481114871,0.17,0.02,0.136624422,0.272171877,0.474128652,0.751832342,0.689064115,0.444030044,0.38
6,-0.034333617,0.46,0.01,0.49,0.02,1,1,0.55,1,0.88,0.42,0.09,0.46,1,1,1,1,1,-0.024130044,0.07,0.04,0.04,0.97,0.16,0.38,0.2,0.64,0.04,1,0.24,0.21,0.02,0.51,0.48,0.45,0.99,0.01,0.565851452,1,0.02,0.63,0.99,0.09,0.484388395,0.85,1,1,0.78,1,1,1,0.46,0.44,0.22,0.18137342,0.108602243,0.18,0.13,0.73,0.76,0.55,0.5536188,0.458079986,0.279882502,0.347748029,0.335870722,0.701382427,0.466273311,0.036180112,-0.005676907,0.344954766,0.080485932,-0.070587458,0.606889352,0.497284773,0.06,0.03,0.097667062,0.1731567,0.338733694,0.346055727,0.198839293,0.416417528,0.06
6,0.58,0.4,0.86,0.37,0.59,1,0.26,0.41,0.19,0.36,0.39,0.88,0.42,0.26,0.33,0.61,0.29,0.3,0.63,0.5,0.41,0.44,0.43,0.63,0.4,0.22,0.58,0.34,0.52,0.73,0.72,0.84,0.41,0.48,0.42,0.27,0.56,0.79,0.624931723,0.54,0.74,0.27,0.8,0.49,0.33,0.45,0.6,0.4,0.44,0.53,0.43,0.74,0.71,0.37,0.25,0.69,0.59,0.43,0.49,0.68,0.69,0.17,0.58,0.58,1,0.15,0.49,0.29,0.64,0.28,1,0.78,0.08,0.64,0.42,0.56,1,0.26,0.28,0.66,1,0.38,0.31,1
6,0.01,0.84,0.01,0.35,0.031993021,0.952574331,0.21,0.54,0.77,0.31,0.48,0.71,0.33,0.17,0.12,0.17,0.08,0.2,0.03,0.59,1,0.82,0.15,1,0.35,0.22,0.33,0.45,0.21,0.24,0.52,0.45,0.88,0.76,0.99,0.42,0.95,0.59,0.624246703,0.01,0.9,0.48,0.16,0.34,0.16,0.14,0.14,0.26,0.29,0.29,0.3,0.65,0.51,0.12,0.17105784,0.29255656,0.85,0.49,0.43,0.67,0.71,0.494546522,0.126895717,0.123457433,0.618593018,0.154721716,0.737775429,0.515727769,0.399441391,-0.382890924,0.117716922,0.557768548,0.211618317,0.453539035,0.202022654,0.34,0.05,0.388917028,-0.068924648,0.891519532,0.635166219,0.679263757,0.368838812,0.3
6,0.173371681,0.26,0.01,0.64,0.118470516,0.945355915,0.35,0.21,0.44,0.57,0.63,0.48,0.72,0.42,0.45,0.43,0.42,0.43,0.01,0.21,0.17,0.24,0.42,0.22,0.39,0.2,0.5,0.19,0.55,0.68,0.25,0.16,0.27,0.36,0.22,0.47,0.11,0.58,0.498725443,0.01,0.86,0.44,0.12,0.36,0.38,0.42,0.47,0.41,0.43,0.51,0.43,0.79,0.63,0.22,0.110103605,-0.01639816,0.13,0.6,0.35,0.48,0.83,-0.049334955,0.145848505,0.255953555,0.030615949,0.373458134,1.015316303,0.47321828,-0.139572649,0.546197359,-0.00014633,0.37222315,-0.008361213,0.702736747,0.154659724,0.14,0.02,0.342806336,0.607543269,0.898261495,0.063128655,0.432328271,-0.143161889,0.16
6,0.01,0.36,0.01,0.67,0.069045908,0.910189973,0.38,0.33,0.46,0.62,0.69,0.33,0.77,0.39,0.39,0.38,0.38,0.37,0.01,0.21,0.14,0.26,0.3,0.3,0.4,0.15,0.33,0.24,0.42,0.45,0.23,0.15,0.39,0.37,0.45,0.61,0.18,0.47,0.5,0.02,0.79,0.62,0.02,0.22,0.51,0.54,0.59,0.5,0.48,0.59,0.46,0.8,0.84,0.08,-0.154470279,0.023769784,0.18,0.56,0.45,0.56,0.83,0.500049711,0.147414709,0.07690076,0.358468064,0.347304558,0.659554877,0.696542912,0.797571369,-0.279395059,0.419009694,-0.395170256,0.090259724,0.601708331,0.506032588,0.21,0.04,0.265075686,0.192745485,0.825468407,0.766444745,0.922855073,0.365026602,0.29
6,0.04,0.72,0.01,0.19,0.05,0.98,0.78,0.85,0.29,0.82,0.25,0.07,0.36,0.72,0.59,0.57,0.46,0.52,0.156356757,0.02,0.09,0.12,0.6,0.11,0.7,0.35,0.45,0.14,0.64,0.07,0.38,0.04,0.78,0.79,0.29,0.96,0.01,0.13,1,0.02,0.89,0.93,0.04,0.06,0.51,0.51,0.48,0.84,0.84,1,0.99,0.82,0.51,0.29,-0.032179365,0.137982494,0.15,0.77,0.73,0.7,0.75,-0.002999271,0.026373068,-0.059083075,0.620171761,0.124269668,1.310736876,0.886439337,-0.608582781,-0.040351299,-0.07552029,0.569661193,0.029329171,0.822544325,0.597326595,0.11,0.2,0.140595948,0.420057944,0.840830679,0.401722727,0.356661143,0.073935188,0.02
6,0.2,0.46,0.76,0.3,0.21,1,0.31,0.67,0.15,0.39,0.33,0.26,0.65,0.3,0.27,0.32,0.27,0.41,0.13,0.28,0.23,0.34,0.3,0.35,0.57,0.42,0.4,0.34,0.37,0.57,0.44,0.37,0.45,0.45,0.46,0.5,0.12,0.44,0.5,0.21,0.71,0.5,0.09,0.16,0.17,0.16,0.15,0.31,0.32,0.35,0.34,0.48,0.53,0.43,0.01,0.526265506,0.08,0.45,0.44,0.41,0.36,0.15,0.06,0.17,0.42,0.12,0.46,0.73,0.42,0,0,0.29,0.07,0.5,0.09,0.22,0.13,0.17,0.04,0.74,0.5,0.91,0.14,0.19
6,0.03,0.42,0.05,0.43,0.05,0.99,0.19,0.34,0.4,0.27,0.51,0.94,0.53,0.21,0.22,0.26,0.21,0.29,0.05,0.49,0.48,0.59,0.12,0.62,0.32,0.19,0.25,0.58,0.22,0.89,0.42,0.39,0.45,0.34,0.6,0.38,0.52,0.69,0.634064728,0.03,0.81,0.46,0.28,0.82,0.19,0.18,0.19,0.26,0.3,0.33,0.29,0.76,0.45,0.21,0.01,0.504156462,0.49,0.55,0.49,0.41,0.69,0.304613657,-0.068525652,-0.015666351,0.624855331,0.175500151,0.558169873,0.857679566,0.44619136,0.202943469,0.195341073,0.180887066,0.071276655,0.612024425,0.312456347,0.11,0.08,0.129139421,0.134097032,0.811635848,-0.386797869,1.016182244,0.395051227,0.38
6,0.154289344,0.36,0.48,0.58,-0.1479769,0.973134415,0.14,0.27,0.34,0.28,0.69,0.47,0.44,0.19,0.19,0.24,0.15,0.43,0.02,0.52,0.48,0.6,0.27,0.27,0.37,0.73,0.4,0.72,0.43,0.44,0.28,0.2,0.4,0.42,0.38,0.55,0.17,0.51,0.5,0.02,0.67,0.55,0.19,0.54,0.07,0.08,0.09,0.02,0.05,0.08,0.07,0.53,0.27,0.28,-0.006496227,0.225358355,0.01,0.88,0.62,0.78,0.82,0.387267169,0.2870446,0.435394372,-0.027894605,0.269579937,0.857069107,0.697602329,0.087889345,0.112825149,0.635703653,-0.017559036,0.104268974,0.490185433,0.335586193,0.06,0.007377277,0.330269325,0.340344261,0.946824964,0.068047194,0.75219269,0.129878047,0.31
6,0.155676877,0.15,-0.13929512,0.98,0.02,1,0.48,0.17,0.09,0.78,0.87,0.1,0.59,0.58,0.81,0.79,0.29,0.52,0.161147012,0.12,0.19,0.24,0.44,0.24,0.31,0.16,0.37,0.12,0.54,0.52,0.16,0.01,0.17,0.18,0.09,0.86,0.03,0.59,0.453102836,0.04,0.42,0.83,0.97,0.730649502,0.43,0.5,0.7,0.5,0.47,0.56,0.46,0.59,0.72,0.32,0.090100085,0.001803856,0.27,0.06,0.64,0.74,0.62,0.214405252,0.184588576,-0.033503194,0.166180649,-0.086978755,0.556923381,0.958050485,0.130128576,-0.004346143,0.298226754,0.11124687,-0.104459085,0.42468298,0.098607163,0.38,0.05,0.660375456,0.024812029,0.556105146,0.8325847,0.413536545,0.36887547,0.07
6,0.01,0.35,0.07,0.64,-0.048928685,0.90819953,0.15,0.24,0.27,0.53,0.7,0.7,0.75,0.19,0.17,0.18,0.13,0.17,0.02,0.49,0.43,0.51,0.15,0.77,0.29,0.61,0.5,0.68,0.19,0.48,0.48,0.4,0.38,0.39,0.37,0.59,0.09,0.38,0.5,0.01,0.81,0.58,0.2,0.07,0.06,0.05,0.05,0.15,0.16,0.15,0.16,0.81,0.18,0.58,-0.044363005,-0.191233432,0.06,0.86,0.74,0.86,0.81,0.246340306,0.123525921,0.224874952,0.681344138,0.375628635,0.911443569,0.833993948,0.303969138,0.230448511,-0.289195891,0.276140865,-0.115533629,0.967947167,0.064165443,0.26,0.05,-0.003244854,0.172821832,0.841356945,0.382930054,0.530476591,0.049767356,0.11
6,0.16,0.58,0.41,0.34,0.17,1,0.41,0.59,0.19,0.37,0.38,0.52,0.71,0.4,0.31,0.37,0.32,0.39,0.08,0.21,0.23,0.32,0.3,0.41,0.52,0.29,0.4,0.33,0.35,0.56,0.45,0.28,0.6,0.62,0.56,0.54,0.42,0.51,0.5,0.13,0.76,0.54,0.15,0.13,0.32,0.34,0.36,0.43,0.47,0.55,0.48,0.59,0.72,0.28,0.03,0.02,0.54,0.44,0.39,0.39,0.62,0.13,0.04,0.14,0.43,0.09,0.62,0.48,0.39,0.28,1,0.55,0.05,0.36,0.76,0.3,0.21,0.06,0.03,0.86,0.5,1,0.14,0.6
6,-0.018155605,0.35,0.21,0.56,-0.124722585,1.077460074,0.06,0.19,0.84,0.26,0.72,1,0.37,0.11,0.15,0.16,0.09,1,0.03,0.84,0.83,0.81,0.16,0.62,0.24,0.43,0.52,0.58,0.35,0.58,0.24,0.29,0.37,0.33,0.44,0.5,0.16,0.56,0.452182235,0.01,0.78,0.53,0.45,0.38,0.03,0.03,0.05,0.177393194,0.04,0.03,0.04,0.58,0.13,0.29,0.004165683,-0.104039338,0.364567897,0.67,0.6,0.77,0.75,0.403498008,0.14587645,0.28086155,0.482663958,0.205237652,0.64033373,0.767366779,0.382170198,0.277792348,0.500493329,0.869174362,-0.016848225,0.507926972,0.339144452,0.14,0.02,-0.102772953,-0.104905244,0.714538485,1.294803792,0.638127292,0.378209712,0.54
6,0.12,1,0.03,0.21,0.14,1,0.26,0.62,0.24,0.17,0.35,0.59,0.3,0.22,0.11,0.15,0.25,0.26,0.14,0.46,1,1,0.06,0.74,0.42,0.85,0.08,0.99,0.07,0.3,0.65,0.6,1,1,1,0.34,1,0.91,0.409091482,0.03,0.94,0.36,0.09,0.45,0.42,0.41,0.37,0.49,0.47,0.53,0.44,0.7,0.89,0.21,0.01,0.11455139,1,0.35,0.45,0.82,0.69,0.14934011,0.043756506,0.168580658,0.420066101,-0.052414672,0.346205202,0.627707909,0.357224993,-0.11126526,0.064019016,-0.033238875,-0.005217191,0.342360884,0.380325239,0.98,0.45,0.035684434,0.12756817,0.429374946,0.425739496,0.796211332,0.345553848,0.45
6,0.01,0.09,0.02,0.15,0.03,1,0.71,0.82,0.18,0.61,0.07,0.07,0.15,0.75,0.98,0.98,0.73,0.92,0.01,0.13,0.02,0.04,0.91,0.04,0.98,0.51,0.34,0.09,0.92,0.76,0.97,0.17,0.11,0.21,0.12,0.28,0.1,0.81,0.577012958,0.03,0.8,0.26,0.03,0.22,1,1,1,0.89,0.9,1,0.86,0.32,0.75,0.18,0.046532266,0.022046233,0.24,0.37,0.25,0.46,0.34,0.241268652,0.161514921,0.129343099,0.158057547,0.018124157,0.705785396,0.763699253,0.385934089,0.322647453,-0.015852252,0.295189241,-0.057176554,0.509799652,0.64245395,1,0.06,0.330430904,0.083157079,0.987210582,0.520584122,0.869066319,0.430783884,0.22
6,0.038372403,0.59,0.06,0.31,0.02,0.97,0.74,0.78,0.24,0.83,0.28,0.06,0.37,0.71,0.57,0.56,0.52,0.57,0.21870547,0.02,0.13,0.19,0.67,0.06,0.73,0.74,0.42,0.27,0.68,0.23,0.34,0.07,0.62,0.69,0.26,0.84,0.03,0.23,0.5,0.01,0.82,0.78,0.039099667,0.3,0.44,0.46,0.48,0.67,0.64,0.76,0.71,0.38,0.51,0.42,0.21438442,0.213957326,0.17,0.75,0.62,0.67,0.66,-0.059304647,-0.021549005,0.254343875,0.49793686,0.174353428,0.588748585,0.93618405,0.428668999,0.30529753,-0.013366271,0.28344833,0.114226043,0.163995529,0.406221072,0.12,0.19,0.475931056,0.083676114,0.716484829,0.539299322,0.425785153,0.152568526,0.02
6,0.02,0.51,0.02,0.31,0.07705555,1.150383682,0.87,0.77,0.27,0.89,0.29,0.07,0.53,0.87,0.8,0.78,0.65,0.8,0.091123227,0.02,0.09,0.06,0.92,0.1,0.69,0.32,0.58,0.05,0.9,0.2,0.31,0.04,0.55,0.58,0.3,0.85,0.02,0.23,0.5,0.01,0.9,0.81,0.09,0.09,0.6,0.62,0.62,0.65,0.66,0.8,0.7,0.45,0.42,0.32,-0.014960208,-0.119695438,0.18,0.39,0.71,0.72,0.61,0.522644516,0.022515733,0.074233664,0.44171405,-0.001402754,0.658216509,0.581847324,0.355380171,0.00865738,0.258997778,0.171211282,-0.024668576,0.521807361,0.611442185,0.05,0.15,0.18647184,0.150012239,0.734580212,-0.036285025,0.628279397,0.069986195,0.040193656
6,0.06,0.35,0.01,0.56,0.07,1,0.23,0.4,0.18,0.48,0.57,0.35,0.5,0.26,0.3,0.29,0.18,0.25,0.06,0.38,0.2,0.3,0.28,0.44,0.41,0.28,0.36,0.48,0.34,0.69,0.28,0.23,0.37,0.4,0.36,0.48,0.15,0.53,0.5,0.04,0.86,0.47,0.17,0.14,0.14,0.13,0.14,0.27,0.29,0.32,0.3,0.62,0.46,0.46,0.06,0.01,0.1,0.36,0.31,0.54,0.4,0.408415142,0.001821109,0.194946509,0.45487587,-0.038704943,0.788797238,0.668762453,0.255584244,0.249846705,0.129741018,0.309112164,0.093189644,0.498598073,0.28937844,0.21,0.07,-0.114980108,-0.074684353,0.75413508,0.361545928,0.865239127,0.196934566,0.22
