,fold,population,householdsize,racepctblack,racePctWhite,racePctAsian,racePctHisp,agePct12t21,agePct12t29,agePct16t24,agePct65up,numbUrban,pctUrban,medIncome,pctWWage,pctWFarmSelf,pctWInvInc,pctWSocSec,pctWPubAsst,pctWRetire,medFamInc,perCapInc,whitePerCap,blackPerCap,indianPerCap,AsianPerCap,HispPerCap,NumUnderPov,PctPopUnderPov,PctLess9thGrade,PctNotHSGrad,PctBSorMore,PctUnemployed,PctEmploy,PctEmplManu,PctEmplProfServ,PctOccupManu,PctOccupMgmtProf,MalePctDivorce,MalePctNevMarr,FemalePctDiv,TotalPctDiv,PersPerFam,PctFam2Par,PctKids2Par,PctYoungKids2Par,PctTeen2Par,PctWorkMomYoungKids,PctWorkMom,NumIlleg,PctIlleg,NumImmig,PctImmigRecent,PctImmigRec5,PctImmigRec8,PctImmigRec10,PctRecentImmig,PctRecImmig5,PctRecImmig8,PctRecImmig10,PctSpeakEnglOnly,PctNotSpeakEnglWell,PctLargHouseFam,PctLargHouseOccup,PersPerOccupHous,PersPerOwnOccHous,PersPerRentOccHous,PctPersOwnOccup,PctPersDenseHous,PctHousLess3BR,MedNumBR,HousVacant,PctHousOccup,PctHousOwnOcc,PctVacantBoarded,PctVacMore6Mos,MedYrHousBuilt,PctHousNoPhone,PctWOFullPlumb,OwnOccLowQuart,OwnOccMedVal,OwnOccHiQuart,RentLowQ,RentMedian,RentHighQ,MedRent,MedRentPctHousInc,MedOwnCostPctInc,MedOwnCostPctIncNoMtg,NumInShelters,NumStreet,PctForeignBorn,PctBornSameState,PctSameHouse85,PctSameCity85,PctSameState85,LandArea,PopDens,PctUsePubTrans,LemasPctOfficDrugUn,ViolentCrimesPerPop
1061,6,0.12,0.52,0.04,0.89,0.28,0.03,0.43,0.52,0.42,0.47,0.13,1.0,0.79,0.63,0.33,0.82,0.45,0.12,0.42,0.83,0.82,0.82,0.53,0.13,0.41,0.64,0.03,0.1,0.12,0.12,0.94,0.2,0.62,0.22,0.95,0.08,0.93,0.18,0.62,0.23,0.22,0.44,0.83,0.86,0.89,0.75,0.63,0.68,0.01,0.06,0.07,0.38,0.38,0.38,0.38,0.35,0.3,0.27,0.26,0.75,0.1,0.19,0.18,0.46,0.53,0.31,0.68,0.04,0.35,0.5,0.05,0.89,0.63,0.02,0.48,0.0,0.02,0.16,0.75,0.8,0.86,0.73,0.83,1.0,0.86,0.42,0.43,0.42,0.11,0.0,0.39,0.55,0.69,0.59,0.59,0.05,0.38,0.69,0.0,0.11
1062,6,0.01,0.18,0.03,0.95,0.1,0.03,0.23,0.39,0.2,0.55,0.02,1.0,0.38,0.53,0.31,0.78,0.51,0.1,0.37,0.52,0.6,0.59,0.25,0.18,0.44,0.47,0.01,0.15,0.11,0.11,0.89,0.11,0.6,0.23,0.97,0.08,0.96,0.37,0.48,0.49,0.47,0.35,0.71,0.81,0.88,0.66,0.55,0.62,0.0,0.09,0.01,0.55,0.44,0.41,0.41,0.27,0.19,0.16,0.15,0.83,0.09,0.12,0.08,0.19,0.43,0.06,0.46,0.02,0.63,0.0,0.01,0.94,0.34,0.0,0.34,0.0,0.01,0.12,0.26,0.26,0.28,0.43,0.4,0.5,0.37,0.42,0.41,0.43,0.0,0.0,0.21,0.63,0.48,0.67,0.68,0.0,0.74,0.34,0.0,0.07
1063,6,0.01,0.4,0.05,0.7,0.04,0.03,0.41,0.46,0.29,0.49,0.0,0.0,0.2,0.46,0.4,0.38,0.49,0.27,0.37,0.23,0.22,0.23,0.19,0.16,0.1,0.16,0.02,0.41,0.32,0.43,0.23,0.31,0.43,0.45,0.43,0.44,0.34,0.64,0.23,0.69,0.7,0.43,0.58,0.61,0.7,0.43,0.4,0.38,0.0,0.1,0.0,0.9,0.66,0.54,0.46,0.08,0.05,0.04,0.03,0.98,0.01,0.16,0.16,0.4,0.4,0.41,0.55,0.12,0.53,0.5,0.02,0.7,0.56,0.16,0.68,0.69,0.48,0.57,0.09,0.08,0.08,0.16,0.2,0.22,0.2,0.5,0.41,0.35,0.0,0.0,0.03,0.63,0.46,0.6,0.72,0.02,0.13,0.0,0.0,0.09
1064,6,0.01,0.46,0.02,0.62,0.06,0.62,0.33,0.4,0.24,0.75,0.03,1.0,0.15,0.11,0.08,0.34,0.86,0.77,0.7,0.14,0.14,0.16,0.17,0.12,0.27,0.21,0.02,0.42,0.57,0.69,0.1,0.54,0.14,0.27,0.36,0.47,0.24,0.51,0.3,0.63,0.6,0.54,0.5,0.5,0.58,0.66,0.18,0.07,0.01,0.32,0.02,0.37,0.46,0.46,0.47,0.39,0.41,0.38,0.35,0.54,0.43,0.57,0.5,0.49,0.34,0.76,0.51,0.5,0.79,0.0,0.04,0.49,0.61,0.06,0.48,0.79,0.28,0.32,0.2,0.19,0.19,0.27,0.32,0.37,0.33,0.69,0.66,0.35,0.0,0.0,0.43,0.43,0.27,0.47,0.64,0.03,0.13,0.03,0.0,0.26
1065,6,0.0,0.93,0.04,0.42,0.01,1.0,0.62,0.57,0.38,0.36,0.0,0.0,0.08,0.35,0.53,0.07,0.59,1.0,0.22,0.07,0.02,0.04,0.15,0.0,0.0,0.18,0.04,0.99,1.0,1.0,0.08,0.85,0.12,0.37,0.35,0.66,0.16,0.42,0.43,0.49,0.48,1.0,0.58,0.45,0.56,0.53,0.06,0.0,0.01,0.28,0.0,0.0,0.06,0.1,0.25,0.0,0.02,0.03,0.06,0.0,0.94,1.0,1.0,1.0,0.93,1.0,0.6,0.93,0.55,0.0,0.03,0.43,0.63,1.0,0.98,0.44,1.0,1.0,0.01,0.01,0.02,0.01,0.07,0.07,0.09,0.63,0.46,0.54,0.0,0.0,0.14,0.99,0.84,0.99,1.0,0.02,0.12,0.07,0.0,0.17
1066,6,0.05,0.41,0.11,0.85,0.23,0.03,0.32,0.52,0.26,0.1,0.07,1.0,0.57,0.92,0.36,0.68,0.11,0.04,0.23,0.58,0.53,0.53,0.4,0.41,0.41,0.57,0.01,0.07,0.04,0.06,0.8,0.08,0.89,0.36,0.43,0.1,0.73,0.3,0.33,0.38,0.35,0.44,0.86,0.89,0.92,0.85,0.64,0.65,0.0,0.06,0.02,0.26,0.37,0.52,0.55,0.1,0.13,0.17,0.16,0.86,0.06,0.08,0.09,0.45,0.52,0.31,0.66,0.05,0.37,0.5,0.06,0.77,0.61,0.01,0.18,0.9,0.05,0.04,0.25,0.25,0.26,0.45,0.4,0.43,0.43,0.22,0.49,0.31,0.0,0.0,0.17,0.33,0.2,0.23,0.05,0.09,0.12,0.01,0.0,0.07
1067,6,0.0,0.54,0.04,0.69,0.09,0.49,0.3,0.43,0.21,0.31,0.02,0.93,0.46,0.56,0.38,0.43,0.34,0.29,0.37,0.44,0.5,0.58,0.16,0.11,0.26,0.29,0.01,0.16,0.23,0.31,0.33,0.37,0.58,0.14,0.33,0.21,0.44,0.55,0.3,0.63,0.61,0.55,0.65,0.64,0.77,0.75,0.26,0.41,0.0,0.15,0.01,0.33,0.37,0.34,0.33,0.27,0.27,0.22,0.2,0.61,0.3,0.46,0.45,0.6,0.45,0.91,0.58,0.37,0.32,0.5,0.13,0.0,0.67,0.02,0.28,0.96,0.08,0.18,0.26,0.27,0.38,0.66,0.63,0.66,0.73,0.74,0.72,0.43,0.0,0.0,0.34,0.44,0.18,0.4,0.56,0.07,0.04,0.05,0.0,0.31
1068,6,0.0,0.3,0.04,0.95,0.09,0.01,0.3,0.47,0.28,0.37,0.02,1.0,0.41,0.64,0.21,0.64,0.39,0.12,0.51,0.42,0.41,0.39,0.44,0.0,0.39,0.68,0.0,0.13,0.23,0.33,0.34,0.07,0.64,0.65,0.29,0.34,0.52,0.57,0.39,0.52,0.56,0.37,0.73,0.76,0.87,0.62,0.54,0.71,0.0,0.1,0.0,0.27,0.28,0.39,0.41,0.06,0.06,0.07,0.07,0.95,0.01,0.13,0.12,0.32,0.44,0.16,0.61,0.03,0.51,0.5,0.02,0.74,0.54,0.05,0.19,0.58,0.07,0.05,0.18,0.17,0.17,0.41,0.38,0.38,0.35,0.23,0.25,0.24,0.0,0.0,0.09,0.66,0.47,0.62,0.6,0.02,0.1,0.04,0.0,0.07
1069,6,0.24,0.31,0.03,0.81,0.29,0.18,0.4,0.56,0.38,0.46,0.25,1.0,0.18,0.5,0.26,0.48,0.49,0.31,0.44,0.23,0.29,0.3,0.21,0.09,0.19,0.24,0.23,0.43,0.16,0.28,0.49,0.33,0.5,0.25,0.63,0.35,0.53,0.71,0.54,0.61,0.68,0.49,0.54,0.6,0.59,0.59,0.44,0.45,0.09,0.25,0.09,0.56,0.59,0.59,0.61,0.33,0.3,0.28,0.26,0.76,0.13,0.45,0.31,0.31,0.42,0.25,0.42,0.2,0.7,0.0,0.38,0.6,0.37,0.52,0.41,0.25,0.37,0.22,0.12,0.12,0.14,0.19,0.2,0.21,0.17,0.41,0.44,0.36,0.32,0.37,0.24,0.57,0.44,0.63,0.52,0.32,0.12,0.32,0.7,0.33
1070,6,0.01,0.03,0.02,0.98,0.02,0.01,0.0,0.0,0.0,1.0,0.03,1.0,0.27,0.0,0.31,0.86,1.0,0.16,1.0,0.28,0.51,0.5,0.06,0.24,0.4,0.41,0.01,0.14,0.21,0.32,0.37,0.21,0.0,0.16,0.52,0.22,0.4,0.37,0.02,0.34,0.37,0.0,0.4,0.44,0.71,0.5,0.43,0.61,0.0,0.05,0.01,0.06,0.05,0.06,0.06,0.03,0.02,0.02,0.02,0.9,0.06,0.01,0.01,0.01,0.0,0.09,0.7,0.04,0.94,0.0,0.18,0.0,0.71,0.0,0.4,0.73,0.18,0.0,0.19,0.19,0.23,0.41,0.42,0.52,0.42,0.67,0.54,0.15,0.0,0.01,0.2,0.0,0.5,0.48,0.27,0.02,0.19,0.01,0.0,0.15
1071,6,0.06,0.39,0.01,0.93,0.09,0.05,0.42,0.55,0.36,0.34,0.07,1.0,0.17,0.59,0.16,0.35,0.4,0.45,0.38,0.17,0.17,0.16,0.18,0.16,0.2,0.24,0.07,0.43,0.24,0.38,0.16,0.52,0.48,0.44,0.32,0.66,0.18,0.77,0.39,0.83,0.84,0.43,0.46,0.5,0.58,0.5,0.38,0.44,0.02,0.23,0.01,0.37,0.46,0.43,0.48,0.07,0.08,0.06,0.07,0.93,0.06,0.22,0.2,0.42,0.43,0.45,0.35,0.23,0.65,0.0,0.03,0.88,0.37,0.17,0.19,0.63,0.31,0.17,0.09,0.07,0.07,0.29,0.29,0.3,0.29,0.6,0.39,0.46,0.03,0.01,0.07,0.48,0.29,0.58,0.58,0.04,0.28,0.23,0.0,0.21
1072,6,0.14,0.69,0.03,0.82,0.33,0.23,0.47,0.53,0.34,0.13,0.16,1.0,0.7,0.87,0.29,0.5,0.18,0.17,0.27,0.63,0.46,0.46,0.51,0.23,0.4,0.45,0.03,0.08,0.11,0.21,0.33,0.22,0.79,0.51,0.24,0.26,0.48,0.45,0.43,0.51,0.5,0.67,0.77,0.74,0.81,0.75,0.5,0.58,0.03,0.15,0.08,0.31,0.38,0.42,0.49,0.26,0.28,0.28,0.3,0.74,0.16,0.42,0.44,0.75,0.74,0.71,0.73,0.25,0.27,0.5,0.06,0.89,0.73,0.0,0.31,0.71,0.03,0.11,0.64,0.62,0.61,0.93,0.88,0.97,0.87,0.74,0.77,0.15,0.01,0.0,0.35,0.5,0.45,0.5,0.75,0.09,0.25,0.03,0.0,0.1
1073,6,0.03,0.72,0.09,0.35,0.1,1.0,0.54,0.56,0.37,0.35,0.0,0.0,0.16,0.4,0.56,0.23,0.48,1.0,0.43,0.14,0.13,0.19,0.18,0.13,0.24,0.2,0.07,0.72,0.98,0.85,0.12,1.0,0.24,0.36,0.33,0.57,0.17,0.48,0.47,0.64,0.6,0.81,0.41,0.4,0.41,0.41,0.32,0.27,0.03,0.46,0.04,0.33,0.5,0.58,0.65,0.51,0.67,0.71,0.72,0.24,1.0,0.86,0.82,0.77,0.63,0.89,0.31,0.87,0.62,0.0,0.02,0.87,0.39,0.56,0.3,0.65,0.38,0.73,0.13,0.13,0.14,0.24,0.25,0.26,0.27,0.66,0.42,0.31,0.02,0.01,0.65,0.56,0.47,0.74,0.8,0.03,0.24,0.0,0.0,0.51
1074,6,0.01,0.39,0.1,0.9,0.06,0.05,0.32,0.32,0.18,0.53,0.02,1.0,0.42,0.55,0.15,0.64,0.53,0.15,0.66,0.43,0.43,0.44,0.14,0.34,0.14,0.63,0.01,0.18,0.15,0.19,0.45,0.25,0.55,0.27,0.44,0.19,0.58,0.47,0.23,0.47,0.49,0.35,0.78,0.76,0.83,0.65,0.54,0.61,0.01,0.18,0.01,0.33,0.36,0.38,0.35,0.15,0.14,0.14,0.11,0.88,0.07,0.1,0.11,0.41,0.4,0.38,0.81,0.06,0.5,0.5,0.02,0.7,0.81,0.03,0.48,0.88,0.13,0.0,0.2,0.22,0.26,0.4,0.38,0.44,0.41,0.53,0.58,0.32,0.0,0.0,0.19,0.15,0.41,0.45,0.28,0.01,0.28,0.03,0.0,0.17
1075,6,0.0,0.44,0.0,1.0,0.01,0.01,0.46,0.51,0.33,0.48,0.0,0.0,0.22,0.51,0.21,0.36,0.59,0.3,0.44,0.24,0.21,0.19,0.0,0.19,0.69,0.21,0.01,0.28,0.32,0.53,0.13,0.36,0.46,0.65,0.35,0.67,0.2,0.61,0.26,0.61,0.64,0.45,0.61,0.62,0.58,0.64,0.5,0.63,0.0,0.08,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.01,0.99,0.02,0.16,0.16,0.44,0.47,0.4,0.55,0.14,0.59,0.0,0.01,0.85,0.53,0.12,0.61,0.44,0.54,0.56,0.08,0.06,0.07,0.17,0.2,0.19,0.22,0.32,0.09,0.25,0.01,0.0,0.01,0.9,0.56,0.8,0.85,0.01,0.24,0.01,0.0,0.09
1076,6,0.02,0.36,0.03,0.95,0.13,0.02,0.21,0.32,0.17,0.47,0.02,0.76,0.68,0.63,0.14,0.8,0.49,0.11,0.55,0.7,0.8,0.77,0.63,0.43,0.65,0.59,0.0,0.05,0.15,0.17,0.71,0.17,0.62,0.3,0.63,0.12,0.78,0.3,0.35,0.36,0.35,0.4,0.85,0.9,0.9,0.84,0.43,0.56,0.0,0.05,0.01,0.18,0.2,0.3,0.32,0.1,0.09,0.13,0.12,0.85,0.03,0.1,0.1,0.38,0.45,0.2,0.75,0.02,0.44,0.5,0.02,0.81,0.69,0.09,0.44,0.67,0.03,0.0,0.53,0.56,0.61,0.76,0.75,0.96,0.79,0.41,0.51,0.26,0.0,0.0,0.22,0.57,0.51,0.69,0.58,0.08,0.06,0.1,0.0,0.03
1077,6,0.01,0.37,0.11,0.9,0.02,0.01,0.43,0.43,0.28,0.46,0.0,0.0,0.22,0.43,0.24,0.34,0.53,0.46,0.45,0.24,0.24,0.24,0.2,0.13,0.5,0.21,0.02,0.38,0.54,0.57,0.23,0.26,0.45,0.72,0.32,0.73,0.36,0.49,0.22,0.51,0.53,0.37,0.66,0.64,0.83,0.51,0.56,0.51,0.0,0.11,0.0,0.0,0.29,0.31,0.52,0.0,0.01,0.01,0.01,0.98,0.02,0.09,0.1,0.39,0.4,0.39,0.59,0.09,0.44,0.5,0.02,0.71,0.59,0.09,0.48,0.65,0.53,0.52,0.08,0.08,0.09,0.02,0.08,0.08,0.15,0.28,0.21,0.39,0.0,0.0,0.01,0.77,0.61,0.8,0.76,0.13,0.02,0.0,0.0,0.15
1078,6,0.03,0.33,0.6,0.5,0.12,0.02,0.33,0.33,0.19,0.47,0.05,1.0,0.65,0.62,0.12,0.76,0.45,0.14,0.46,0.76,0.95,1.0,0.44,0.17,0.69,0.74,0.01,0.08,0.05,0.1,1.0,0.2,0.57,0.23,1.0,0.08,1.0,0.29,0.36,0.54,0.46,0.4,0.67,0.72,0.91,0.71,0.51,0.56,0.01,0.13,0.01,0.51,0.51,0.51,0.49,0.24,0.21,0.19,0.17,0.88,0.03,0.13,0.12,0.36,0.51,0.14,0.67,0.02,0.41,0.5,0.04,0.8,0.58,0.01,0.38,0.13,0.03,0.09,0.28,0.34,0.45,0.49,0.46,0.53,0.49,0.34,0.27,0.36,0.0,0.0,0.19,0.56,0.65,0.74,0.62,0.02,0.41,0.52,0.0,0.17
1079,6,0.01,0.35,0.01,0.96,0.04,0.04,0.32,0.45,0.29,0.62,0.02,0.94,0.3,0.45,0.1,0.39,0.62,0.38,0.38,0.34,0.32,0.32,0.21,0.08,0.05,0.22,0.01,0.24,0.44,0.58,0.2,0.41,0.48,0.58,0.32,0.56,0.28,0.45,0.4,0.45,0.47,0.39,0.53,0.58,0.61,0.59,0.64,0.63,0.01,0.25,0.0,0.07,0.12,0.25,0.3,0.02,0.03,0.05,0.06,0.78,0.08,0.14,0.13,0.36,0.42,0.34,0.43,0.07,0.56,0.0,0.04,0.53,0.42,0.13,0.7,0.25,0.18,0.41,0.31,0.3,0.29,0.23,0.32,0.35,0.31,0.34,0.46,0.58,0.0,0.0,0.11,0.86,0.66,0.88,0.8,0.03,0.11,0.01,0.0,0.14
1080,6,0.0,0.32,0.04,0.96,0.01,0.01,0.33,0.4,0.25,0.64,0.02,1.0,0.2,0.27,0.02,0.48,0.75,0.36,0.83,0.23,0.22,0.21,0.22,0.18,0.26,0.28,0.01,0.31,0.33,0.5,0.19,0.51,0.3,0.52,0.47,0.48,0.29,0.42,0.35,0.48,0.48,0.41,0.66,0.67,0.84,0.56,0.36,0.3,0.0,0.06,0.0,0.04,0.07,0.06,0.07,0.01,0.01,0.01,0.01,0.88,0.03,0.16,0.15,0.36,0.42,0.27,0.65,0.06,0.46,0.5,0.01,0.86,0.61,0.12,0.43,0.29,0.24,0.45,0.06,0.05,0.05,0.17,0.19,0.18,0.19,0.28,0.12,0.56,0.0,0.0,0.08,0.82,0.87,0.89,0.9,0.01,0.2,0.02,0.0,0.03
1081,6,0.08,0.56,0.08,0.87,0.25,0.03,1.0,1.0,1.0,0.19,0.1,1.0,0.11,0.71,0.22,0.55,0.24,0.21,0.26,0.24,0.19,0.18,0.2,0.14,0.28,0.23,0.13,0.84,0.16,0.21,0.79,0.43,0.26,0.16,1.0,0.21,0.65,0.23,1.0,0.3,0.28,0.27,0.48,0.52,0.51,0.37,0.49,0.48,0.01,0.2,0.03,1.0,0.95,0.96,0.86,0.5,0.4,0.36,0.3,0.86,0.08,0.08,0.08,0.23,0.31,0.26,0.17,0.13,0.74,0.0,0.05,0.83,0.17,0.09,0.26,0.58,0.22,0.14,0.13,0.15,0.17,0.26,0.28,0.31,0.26,0.99,0.25,0.22,0.04,0.0,0.2,0.52,0.06,0.0,0.16,0.04,0.34,0.19,0.0,0.34
1082,6,0.0,1.0,0.0,0.98,0.05,0.02,0.69,0.52,0.28,0.12,0.02,1.0,0.5,0.79,0.6,0.64,0.21,0.12,0.41,0.47,0.24,0.23,0.0,0.08,0.04,0.35,0.0,0.08,0.0,0.07,0.52,0.31,0.69,0.27,0.48,0.24,0.59,0.12,0.31,0.25,0.2,1.0,0.91,0.96,0.88,0.86,0.35,0.4,0.0,0.01,0.0,0.15,0.18,0.22,0.24,0.01,0.02,0.02,0.02,0.97,0.02,1.0,1.0,1.0,1.0,0.8,0.87,0.17,0.18,0.5,0.0,0.94,0.84,0.0,0.32,0.77,0.03,0.21,0.21,0.19,0.19,0.27,0.29,0.32,0.3,0.32,0.41,0.17,0.0,0.0,0.04,0.76,0.61,0.67,0.73,0.02,0.16,0.19,0.0,0.05
1083,6,0.01,0.38,0.03,0.97,0.03,0.02,0.61,0.62,0.55,0.55,0.0,0.0,0.17,0.35,0.32,0.43,0.69,0.64,0.65,0.25,0.2,0.19,0.18,0.2,0.14,0.38,0.02,0.37,0.59,0.55,0.18,0.66,0.34,0.52,0.58,0.46,0.3,0.44,0.64,0.5,0.5,0.38,0.43,0.48,0.45,0.29,0.61,0.67,0.01,0.22,0.0,0.06,0.11,0.14,0.15,0.01,0.02,0.03,0.03,0.89,0.04,0.16,0.14,0.33,0.41,0.29,0.41,0.04,0.57,0.0,0.03,0.66,0.39,0.18,0.59,0.0,0.3,0.72,0.19,0.19,0.19,0.15,0.21,0.24,0.21,0.55,0.32,0.49,0.0,0.0,0.1,0.85,0.58,0.76,0.79,0.06,0.07,0.1,0.0,0.24
1084,6,0.0,0.65,0.21,0.81,0.09,0.01,0.36,0.47,0.19,0.03,0.02,1.0,0.51,0.98,0.23,0.53,0.06,0.1,0.15,0.45,0.33,0.33,0.28,0.22,0.17,0.29,0.0,0.05,0.02,0.06,0.58,0.13,0.95,0.21,0.49,0.17,0.62,0.23,0.16,0.33,0.3,0.6,0.87,0.91,0.91,0.63,0.94,0.89,0.0,0.09,0.0,0.08,0.06,0.16,0.14,0.01,0.0,0.01,0.01,0.95,0.03,0.12,0.16,0.71,0.68,0.72,0.84,0.08,0.04,0.5,0.0,0.9,0.85,0.06,0.51,0.88,0.06,0.33,0.18,0.14,0.13,0.5,0.46,0.47,0.55,0.21,0.47,0.26,0.0,0.0,0.03,0.5,0.37,0.26,0.35,0.01,0.24,0.01,0.0,0.07
1085,6,0.05,0.38,0.24,0.8,0.07,0.01,0.74,0.75,0.72,0.41,0.0,0.0,0.14,0.49,0.41,0.37,0.48,0.46,0.4,0.2,0.23,0.24,0.16,0.11,0.21,0.57,0.08,0.63,0.53,0.49,0.37,0.44,0.43,0.35,0.57,0.44,0.43,0.53,0.64,0.54,0.56,0.35,0.43,0.44,0.47,0.44,0.46,0.52,0.02,0.29,0.0,0.78,0.86,0.76,0.72,0.08,0.08,0.07,0.06,0.96,0.04,0.12,0.11,0.28,0.31,0.3,0.39,0.11,0.59,0.0,0.08,0.65,0.39,0.12,0.35,0.56,0.64,0.13,0.09,0.1,0.12,0.14,0.18,0.18,0.17,0.58,0.37,0.31,0.02,0.0,0.04,0.73,0.37,0.54,0.68,0.08,0.12,0.02,0.0,0.33
1086,6,0.12,0.31,0.02,0.89,0.24,0.09,0.76,0.88,0.86,0.21,0.13,1.0,0.29,0.72,0.32,0.7,0.21,0.12,0.25,0.48,0.42,0.42,0.28,0.22,0.25,0.31,0.13,0.5,0.07,0.06,0.97,0.29,0.6,0.23,0.86,0.12,0.76,0.42,1.0,0.52,0.49,0.26,0.56,0.63,0.71,0.42,0.58,0.61,0.02,0.15,0.05,0.74,0.73,0.73,0.69,0.42,0.36,0.33,0.29,0.84,0.08,0.08,0.06,0.22,0.3,0.22,0.35,0.1,0.61,0.0,0.08,0.84,0.33,0.05,0.21,0.63,0.1,0.17,0.28,0.29,0.31,0.42,0.44,0.54,0.41,0.81,0.44,0.21,0.12,0.07,0.24,0.19,0.19,0.19,0.11,0.06,0.31,0.31,0.77,0.09
1087,6,0.03,0.53,0.16,0.8,0.28,0.05,0.56,0.58,0.53,0.41,0.04,0.94,0.65,0.71,0.33,0.76,0.4,0.11,0.5,0.68,0.64,0.63,0.58,0.09,0.45,0.4,0.01,0.08,0.17,0.19,0.73,0.13,0.61,0.25,0.72,0.13,0.8,0.22,0.59,0.31,0.29,0.42,0.78,0.78,0.9,0.76,0.52,0.55,0.01,0.18,0.02,0.32,0.4,0.46,0.44,0.24,0.26,0.27,0.23,0.74,0.09,0.16,0.16,0.44,0.47,0.32,0.71,0.05,0.37,0.5,0.03,0.79,0.68,0.1,0.52,0.65,0.01,0.05,0.41,0.45,0.5,0.66,0.64,0.83,0.67,0.45,0.49,0.47,0.06,0.0,0.31,0.54,0.5,0.42,0.53,0.06,0.1,0.3,0.0,0.11
1088,6,0.09,0.29,0.01,0.98,0.04,0.02,0.26,0.44,0.23,0.59,0.1,1.0,0.3,0.46,0.1,0.66,0.62,0.25,0.68,0.33,0.3,0.29,0.11,0.14,0.24,0.35,0.03,0.13,0.25,0.35,0.18,0.21,0.55,0.53,0.35,0.48,0.29,0.49,0.4,0.44,0.48,0.37,0.64,0.7,0.75,0.61,0.7,0.74,0.02,0.13,0.01,0.11,0.18,0.17,0.16,0.02,0.03,0.03,0.02,0.92,0.03,0.14,0.12,0.3,0.43,0.16,0.58,0.06,0.61,0.0,0.04,0.93,0.51,0.03,0.36,0.25,0.07,0.27,0.14,0.11,0.09,0.34,0.33,0.35,0.31,0.33,0.47,0.67,0.0,0.0,0.08,0.9,0.66,0.85,0.89,0.03,0.47,0.23,1.0,0.1
1089,6,0.01,0.58,0.07,0.91,0.17,0.01,0.39,0.33,0.21,0.33,0.03,1.0,0.7,0.73,0.2,0.77,0.41,0.02,0.48,0.66,0.6,0.57,0.53,0.07,0.77,0.42,0.0,0.05,0.11,0.17,0.62,0.08,0.63,0.49,0.44,0.14,0.71,0.15,0.27,0.17,0.17,0.58,0.94,0.96,0.95,0.89,0.23,0.39,0.0,0.04,0.01,0.03,0.05,0.09,0.11,0.01,0.02,0.03,0.03,0.85,0.05,0.17,0.2,0.64,0.68,0.23,0.91,0.01,0.13,0.5,0.01,0.87,0.86,0.0,0.31,0.69,0.02,0.0,0.33,0.35,0.36,0.58,0.52,0.51,0.52,0.29,0.42,0.4,0.0,0.0,0.16,0.7,0.65,0.69,0.66,0.06,0.08,0.04,0.0,0.02
1090,6,0.05,0.25,0.13,0.75,0.48,0.05,0.3,0.55,0.31,0.33,0.07,1.0,0.34,0.69,0.12,0.51,0.33,0.27,0.41,0.37,0.38,0.39,0.31,0.13,0.32,0.43,0.03,0.17,0.12,0.23,0.34,0.25,0.67,0.74,0.13,0.32,0.45,0.75,0.49,0.74,0.77,0.35,0.51,0.57,0.64,0.52,0.46,0.5,0.01,0.19,0.02,0.3,0.31,0.44,0.48,0.17,0.15,0.19,0.19,0.84,0.07,0.15,0.12,0.27,0.38,0.23,0.4,0.17,0.66,0.0,0.05,0.8,0.36,0.1,0.27,0.67,0.19,0.07,0.24,0.24,0.25,0.39,0.39,0.43,0.37,0.38,0.37,0.25,0.05,0.01,0.23,0.48,0.4,0.66,0.58,0.04,0.21,0.28,0.0,0.25
1091,6,0.07,0.58,0.22,0.59,0.05,0.44,0.44,0.49,0.32,0.46,0.09,1.0,0.32,0.53,0.32,0.35,0.56,0.41,0.41,0.32,0.27,0.3,0.29,0.18,0.2,0.27,0.05,0.28,0.7,0.68,0.19,0.46,0.43,0.49,0.43,0.57,0.31,0.51,0.47,0.51,0.53,0.58,0.48,0.44,0.51,0.46,0.59,0.59,0.06,0.5,0.02,0.09,0.15,0.16,0.21,0.04,0.05,0.05,0.06,0.53,0.39,0.36,0.34,0.58,0.58,0.55,0.61,0.26,0.5,0.5,0.04,0.85,0.61,0.38,0.64,0.48,0.36,0.34,0.18,0.17,0.17,0.34,0.38,0.41,0.39,0.63,0.47,0.72,0.07,0.05,0.17,0.58,0.69,0.77,0.78,0.2,0.07,0.1,0.77,0.37
1092,6,0.01,0.57,0.0,0.97,0.04,0.06,0.47,0.5,0.3,0.23,0.0,0.0,0.36,0.74,0.55,0.38,0.3,0.17,0.3,0.33,0.25,0.23,0.27,0.37,0.49,0.28,0.01,0.16,0.19,0.41,0.16,0.38,0.59,0.57,0.32,0.45,0.32,0.42,0.23,0.52,0.49,0.54,0.75,0.74,0.85,0.67,0.63,0.64,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.94,0.02,0.17,0.2,0.61,0.59,0.6,0.67,0.12,0.19,0.5,0.01,0.81,0.68,0.33,0.47,0.75,0.22,0.07,0.12,0.1,0.09,0.32,0.32,0.34,0.4,0.44,0.42,0.39,0.0,0.0,0.02,0.74,0.54,0.55,0.81,0.05,0.08,0.0,0.0,0.07
